accuracy,loss,val_accuracy,val_loss
0.4972067177295685,0.989579439163208,0.7541899681091309,0.7383686304092407
0.5648665428161621,0.8824790716171265,0.7206704020500183,0.697101891040802
0.6207324862480164,0.8062952756881714,0.7039105892181396,0.640866219997406
0.6256983280181885,0.8018534183502197,0.7541899681091309,0.6641783118247986
0.6548727750778198,0.74961918592453,0.7039105892181396,0.7078261375427246
0.6778398752212524,0.7223436832427979,0.7541899681091309,0.6339277625083923
0.7001861929893494,0.6909509897232056,0.7709497213363647,0.592808723449707
0.7088764905929565,0.6718573570251465,0.7877094745635986,0.5488854646682739
